PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,WSPM,day_sin,day_cos
0.12849162011173185,0.14678899082568808,0.16519174041297935,0.3402777777777778,0.1919191919191919,0.0,0.2122302158273382,0.6146788990825698,0.29672131147540987,0.0625,0.853553390591151,0.8535533905953965
0.14972067039106143,0.1794087665647299,0.17994100294985252,0.34375,0.20202020202020202,0.0,0.1942446043165468,0.5596330275229349,0.3442622950819672,0.0625,0.9330127018893988,0.7500000000048852
0.15418994413407822,0.21610601427115192,0.168141592920354,0.3402777777777778,0.2222222222222222,0.0,0.17625899280575544,0.522935779816514,0.3180327868852459,0.03571428571428572,0.9829629131442743,0.6294095225522301
0.14860335195530724,0.1580020387359837,0.18584070796460175,0.3611111111111111,0.29292929292929293,0.0,0.17625899280575544,0.522935779816514,0.3704918032786886,0.03571428571428572,1.0,0.5000000000036429
0.1441340782122905,0.163098878695209,0.1592920353982301,0.3645833333333333,0.29292929292929293,0.0,0.1942446043165468,0.4862385321100895,0.3016393442622951,0.09821428571428573,0.98296291314616,0.37059047745480744
0.16201117318435754,0.18144750254842001,0.1887905604719764,0.3854166666666667,0.3737373737373737,0.0,0.1942446043165468,0.5779816513761453,0.3016393442622951,0.08928571428571429,0.9330127018930418,0.2500000000014244
0.19553072625698323,0.2232415902140673,0.25073746312684364,0.40625,0.47474747474747475,0.0,0.2122302158273382,0.46788990825687904,0.30327868852459017,0.10714285714285714,0.8535533905963029,0.1464466094097553
0.19441340782122904,0.20998980632008157,0.2182890855457227,0.3923611111111111,0.4444444444444444,0.0,0.2122302158273382,0.4862385321100895,0.30327868852459017,0.14285714285714288,0.749999999999694,0.06698729810760401
0.1977653631284916,0.21916411824668708,0.22713864306784662,0.3715277777777778,0.4444444444444444,0.0,0.23021582733812956,0.4495412844036686,0.3065573770491803,0.14285714285714288,0.6294095225534682,0.017037086856057426
0.1877094972067039,0.21814475025484203,0.22713864306784662,0.3645833333333333,0.4444444444444444,0.0,0.23021582733812956,0.43119266055045813,0.29672131147540987,0.15178571428571427,0.5000000000049246,0.0
0.17765363128491618,0.20285423037716618,0.26843657817109146,0.3368055555555556,0.3939393939393939,0.0,0.23021582733812956,0.4862385321100895,0.3016393442622951,0.16071428571428573,0.3705904774490174,0.017037086855391403
0.1664804469273743,0.20081549439347607,0.28613569321533927,0.3229166666666667,0.3838383838383838,0.0,0.23021582733812956,0.46788990825687904,0.3114754098360656,0.15178571428571427,0.2500000000025344,0.06698729810631743
0.16089385474860335,0.19469928644240572,0.2802359882005899,0.3229166666666667,0.3737373737373737,0.0,0.28417266187050366,0.4495412844036686,0.3344262295081967,0.17857142857142858,0.14644660941066157,0.14644660940279092
0.1519553072625698,0.1763506625891947,0.2654867256637168,0.3263888888888889,0.3232323232323232,0.0,0.30215827338129503,0.3944954128440372,0.3098360655737705,0.08035714285714286,0.06698729810824489,0.24999999999919598
0.15865921787709497,0.18144750254842001,0.27138643067846613,0.3472222222222222,0.3131313131313131,0.0,0.3201438848920864,0.4128440366972477,0.3098360655737705,0.07142857142857144,0.01703708685638916,0.37059047744529383
0.18435754189944134,0.1957186544342508,0.26843657817109146,0.3680555555555556,0.30303030303030304,0.0023752969121140144,0.3561151079136691,0.35779816513761276,0.31311475409836065,0.08928571428571429,0.0,0.49999999999379374
0.18324022346368715,0.19367991845056068,0.23893805309734514,0.3819444444444444,0.2727272727272727,0.011876484560570071,0.3561151079136691,0.3394495412844023,0.29508196721311475,0.08035714285714286,0.017037086855059724,0.6294095225497446
0.176536312849162,0.19164118246687056,0.22418879056047197,0.4166666666666667,0.2828282828282828,0.0,0.3741007194244605,0.4128440366972477,0.3098360655737705,0.0625,0.06698729810567661,0.7499999999963556
0.17318435754189943,0.18246687054026506,0.2182890855457227,0.4409722222222222,0.2828282828282828,0.0,0.3561151079136691,0.3394495412844023,0.32131147540983607,0.08928571428571429,0.14644660940702947,0.853553390593577
0.17318435754189943,0.18756371049949033,0.19174041297935104,0.4618055555555556,0.30303030303030304,0.0,0.30215827338129503,0.4128440366972477,0.3295081967213115,0.07142857142857144,0.24999999999808603,0.9330127018911143
0.16871508379888267,0.1794087665647299,0.15339233038348082,0.4583333333333333,0.30303030303030304,0.0,0.2661870503597123,0.35779816513761276,0.38032786885245906,0.05357142857142857,0.3705904774440558,0.9829629131432791
0.18435754189944134,0.20285423037716618,0.19174041297935104,0.4791666666666667,0.3737373737373737,0.0,0.23021582733812956,0.4128440366972477,0.3327868852459016,0.07142857142857144,0.499999999999788,1.0
0.20335195530726255,0.21814475025484203,0.23893805309734514,0.5138888888888888,0.36363636363636365,0.0,0.2122302158273382,0.43119266055045813,0.3590163934426229,0.08035714285714286,0.6294095225485066,0.982962913145272
0.19664804469273742,0.21100917431192664,0.19469026548672566,0.4965277777777778,0.3737373737373737,0.0,0.2122302158273382,0.3944954128440372,0.3557377049180328,0.01785714285714286,0.7499999999952457,0.9330127018949642
0.19329608938547485,0.20285423037716618,0.1710914454277286,0.4756944444444444,0.3737373737373737,0.0,0.1942446043165468,0.43119266055045813,0.36229508196721316,0.03571428571428572,0.8535533905926707,0.8535533905938768
0.19999999999999998,0.21916411824668708,0.19174041297935104,0.4826388888888889,0.3737373737373737,0.0,0.17625899280575544,0.3394495412844023,0.3770491803278688,0.0625,0.9330127018904735,0.7500000000030239
0.26256983240223464,0.2803261977573904,0.29793510324483774,0.5381944444444444,0.5555555555555556,0.0,0.23021582733812956,0.43119266055045813,0.35409836065573774,0.13392857142857142,0.9829629131429474,0.6294095225571822
