Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_2,day_sin,day_cos
0.5536440126818958,0.10335772707705544,0.9346909501436093,0.5496183206106872,0.14465183058147882,0.37059047744787643,0.9829629131443028
0.5182861149500041,0.11007318123116659,0.9293211362542131,0.5109806224310038,0.03086862885857861,0.49999999999646744,1.0
0.4982166084058207,0.0969866551872578,0.9326641542011853,0.4903112155020554,0.0,0.6294095225523273,0.9829629131442483
0.465886919762621,0.09900990099009897,0.9449650523799249,0.4596594245449207,0.008973438621679828,0.7499999999986711,0.9330127018929866
0.33535891390943834,0.07253551442100731,0.9513456078893633,0.3355255431591312,0.002871500358937545,0.8535533905903228,0.8535533905962247
0.3142427444923177,0.09225139905294875,0.9587554994770309,0.3134468584850264,0.0017946877243359657,0.9330127018924512,0.7499999999995984
0.28693805381676296,0.13228583727938004,0.9601188717148409,0.286318261890781,0.010050251256281407,0.9829629131439712,0.6294095225533616
0.5105377611576295,0.17684029272492452,0.9580728172264374,0.5019377568995892,0.5434314429289304,1.0,0.5000000000048143
0.24194171205593043,0.10103314679294012,0.9794710540733491,0.24204345273047576,0.012203876525484566,0.9829629131445801,0.37059047744891077
0.2533635476790505,0.10271201033146787,0.9742705825710162,0.2539048737522021,0.016511127063890883,0.9330127018936274,0.2500000000024388
0.33774185025607667,0.12070598364184236,0.9716487639665967,0.32883147386964173,0.012203876525484566,0.8535533905971311,0.14644660941058352
0.30435533696447453,0.07778734395178645,0.9710696794116181,0.3018203170874927,0.0035893754486719313,0.7500000000007084,0.06698729810818971
0.19865762946101942,0.12247094274644847,0.9727883386183657,0.19483264826776286,0.015434314429289305,0.6294095225545995,0.017037086856360573
0.2469362246971792,0.0772277227722772,0.9636405292779708,0.23969465648854962,0.0035893754486719313,0.49999999999881994,0.0
0.2881727095358102,0.15312096427034,0.9615121279033092,0.28361714621256606,0.01615218951902369,0.3705904774501487,0.017037086855088257
0.38854564669539066,0.10232458028411531,0.9516955821559616,0.3866118614210219,0.1575735821966978,0.25000000000354883,0.06698729810573179
0.5531410047963581,0.25131295738269466,0.9381209635913867,0.5472695243687614,0.481335247666906,0.1464466094063449,0.14644660940710752
0.37664620762539636,0.25919070167886343,0.9440326731193867,0.3697005284791548,0.10804020100502514,0.06698729810883053,0.24999999999818162
0.2920291033249329,0.3797244941885491,0.947459366128202,0.28667058132706963,0.01148600143575018,0.017037086856692307,0.37059047744416246
0.25314506950654425,0.2215238915195866,0.9559703152756795,0.24392248972401653,0.0010768126346015793,0.0,0.4999999999998984
0.3189730509714658,0.3324149806284975,0.972406488137732,0.3029947152084559,0.007178750897343863,0.017037086854756578,0.6294095225486133
0.4550544671164947,0.11442100731812307,0.9582023143459568,0.4378156194950088,0.004307250538406317,0.06698729810509096,0.7499999999953413
0.5069760588570036,0.12027550581145062,0.9434635498812943,0.493482090428655,0.0014357501794687725,0.14644660940620124,0.8535533905927488
0.5192819689456144,0.21519586741282812,0.9332950376039716,0.5112155020551967,0.010050251256281407,0.24999999999707168,0.9330127018905287
0.5635365010974717,0.17442961687473088,0.9338628326664785,0.5549031121550206,0.0,0.3705904774499525,0.9829629131448592
0.4433176164539469,0.34244511407662487,0.9291743728520913,0.4409864944216091,0.011127063890882987,0.4999999999986167,1.0
0.5123821234046012,0.3506241928540678,0.9420477147078845,0.5029947152084557,0.02404881550610194,0.6294095225473753,0.9829629131455752
0.46349382164051706,0.34606112785191545,0.9527169491806821,0.44803288314738693,0.025843503230437905,0.7500000000005325,0.9330127018919119
0.23138362734737014,0.30396039603960384,0.9650218318861757,0.2248972401644158,0.008973438621679828,0.8535533905918424,0.853553390594705
0.06672221770587759,0.28643994834266023,0.9791336974748065,0.07034644744568415,0.01722900215362527,0.9330127018898878,0.7500000000040383
0.04212564019185432,0.12793801119242354,0.9746451280859333,0.04310041103934232,0.0007178750897343862,0.9829629131445274,0.6294095225512855
0.04775526379969107,0.19616874730951356,0.9703092988893137,0.049911920140927775,0.01256281407035176,1.0,0.500000000002665
0.04336029591090153,0.14085234610417555,0.9837437949296899,0.044274809160305365,0.0,0.9829629131459069,0.37059047745386275
0.04724209413868794,0.190830822212656,0.9791250643335051,0.049324721080446235,0.012203876525484566,0.9330127018925527,0.25000000000057754
0.15644053328997642,0.10331467929401633,0.9782292099015493,0.14715208455666468,0.0014357501794687725,0.8535533905956113,0.1464466094090638
0.04473721648646452,0.1574687903572965,0.977217804193715,0.045566647093364644,0.010050251256281407,0.7499999999988471,0.06698729810711507
0.09298024550849525,0.14580284115368053,0.9790154898477583,0.09160305343511449,0.0017946877243359657,0.6294095225525235,0.017037086855804295
0.37351129989431753,0.19758932414980618,0.9601208639782188,0.3600704638872579,0.009691313711414214,0.5000000000039466,0.0
0.31737257133566377,0.09522169608265171,0.9478405525210438,0.30745742806811494,0.0007178750897343862,0.3705904774480727,0.017037086855644534
0.24835379237460378,0.10998708566508818,0.9459452459615164,0.2401644157369347,0.0104091888011486,0.25000000000168743,0.06698729810680643
0.19962299813023338,0.06823073611708995,0.9526226487141604,0.19119201409277742,0.0,0.14644660940997006,0.14644660940348242
0.23808023737907485,0.16444253120964267,0.9553739644380989,0.2279506752789195,0.011127063890882987,0.06698729810775589,0.25000000000004297
0.2676713275343468,0.11274214377959527,0.9665665000913121,0.2553141514973578,0.0,0.01703708685613603,0.3705904774462385
0.2563917567677424,0.16336633663366326,0.964072850430827,0.24450968878449786,0.01148600143575018,0.0,0.49999999999477174
0.2641604341110478,0.06366767111493755,0.9650384340809861,0.2500293599530241,0.0,0.017037086855312855,0.6294095225506893
0.27197483944394774,0.13439517864829958,0.9659429216542432,0.25754550792718717,0.011127063890882987,0.0669872981061656,0.7499999999972026
0.2971252337208357,0.2640120533792508,0.9657722510915944,0.2852613035819143,0.0,0.14644660940257614,0.8535533905891237
0.3284641492561579,0.12630219543693494,0.9512227516477679,0.31685261303581913,0.007178750897343863,0.24999999999893296,0.9330127018916032
0.3662100642224209,0.10215238915195858,0.9430119701824584,0.35525543159130923,0.005384063173007897,0.3705904774450005,0.9829629131435322
0.39851942931468987,0.25927679724494185,0.9376753606826824,0.3942454492072814,0.19597989949748745,0.500000000000766,1.0
0.4649876026339322,0.15544554455445533,0.9344684807331536,0.4596594245449209,0.010768126346015794,0.6294095225494513,0.9829629131450188
0.3307251442972116,0.09263882910030127,0.9466870320256341,0.3255431591309458,0.0,0.7499999999960927,0.9330127018944753
0.2650394276888059,0.13943176926388284,0.9571291484734282,0.2554315913094539,0.19059583632447955,0.8535533905933623,0.8535533905931852
0.23584464677668482,0.17111493758071455,0.9668826058804979,0.2325308279506753,0.4375448671931084,0.9330127018909624,0.7500000000021769
